mouseup at (528, 254) on 2024-10-05T10:58:32.116Z
click at (528, 254) on 2024-10-05T10:58:32.117Z
mousedown at (498, 439) on 2024-10-05T10:58:39.281Z
mouseup at (498, 439) on 2024-10-05T10:58:39.395Z
click at (498, 439) on 2024-10-05T10:58:39.396Z
mousedown at (470, 388) on 2024-10-05T10:58:41.648Z
mouseup at (470, 388) on 2024-10-05T10:58:41.728Z
click at (470, 388) on 2024-10-05T10:58:41.728Z
mousedown at (561, 163) on 2024-10-05T10:58:46.160Z
mouseup at (561, 163) on 2024-10-05T10:58:46.234Z
click at (561, 163) on 2024-10-05T10:58:46.235Z
mousedown at (548, 213) on 2024-10-05T10:58:58.816Z
mouseup at (548, 213) on 2024-10-05T10:58:58.896Z
click at (548, 213) on 2024-10-05T10:58:58.897Z
mousedown at (527, 236) on 2024-10-05T10:59:22.672Z
mouseup at (527, 236) on 2024-10-05T10:59:22.744Z
click at (527, 236) on 2024-10-05T10:59:22.744Z
mousedown at (620, 346) on 2024-10-05T11:01:42.160Z
mouseup at (627, 401) on 2024-10-05T11:01:42.560Z
click at (627, 401) on 2024-10-05T11:01:42.560Z
mousedown at (609, 351) on 2024-10-05T11:01:46.192Z
mouseup at (609, 351) on 2024-10-05T11:01:46.290Z
click at (609, 351) on 2024-10-05T11:01:46.291Z
mousedown at (599, 337) on 2024-10-05T11:01:46.713Z
mouseup at (599, 337) on 2024-10-05T11:01:46.776Z
click at (599, 337) on 2024-10-05T11:01:46.777Z
mousedown at (632, 279) on 2024-10-05T11:01:48.272Z
mouseup at (632, 279) on 2024-10-05T11:01:48.332Z
click at (632, 279) on 2024-10-05T11:01:48.333Z
mousedown at (637, 279) on 2024-10-05T11:01:48.953Z
mouseup at (637, 279) on 2024-10-05T11:01:49.026Z
click at (637, 279) on 2024-10-05T11:01:49.026Z
mousedown at (563, 155) on 2024-10-05T11:01:56.832Z
mouseup at (563, 155) on 2024-10-05T11:01:56.911Z
click at (563, 155) on 2024-10-05T11:01:56.912Z
mousedown at (361, 206) on 2024-10-05T11:02:00.960Z
mouseup at (361, 206) on 2024-10-05T11:02:01.009Z
click at (361, 206) on 2024-10-05T11:02:01.010Z
mousedown at (378, 398) on 2024-10-05T11:02:04.368Z
mouseup at (378, 398) on 2024-10-05T11:02:04.434Z
click at (378, 398) on 2024-10-05T11:02:04.434Z
mousedown at (490, 351) on 2024-10-05T11:02:09.823Z
mouseup at (490, 351) on 2024-10-05T11:02:09.884Z
click at (490, 351) on 2024-10-05T11:02:09.884Z
mousedown at (496, 343) on 2024-10-05T11:02:10.336Z
mouseup at (496, 343) on 2024-10-05T11:02:10.416Z
click at (496, 343) on 2024-10-05T11:02:10.417Z
mousedown at (514, 432) on 2024-10-05T11:02:12.304Z
mouseup at (514, 432) on 2024-10-05T11:02:12.411Z
click at (514, 432) on 2024-10-05T11:02:12.412Z
mousedown at (452, 442) on 2024-10-05T11:02:15.800Z
mouseup at (452, 442) on 2024-10-05T11:02:15.896Z
click at (452, 442) on 2024-10-05T11:02:15.896Z
mousedown at (646, 441) on 2024-10-05T11:03:29.160Z
mouseup at (646, 441) on 2024-10-05T11:03:29.250Z
click at (646, 441) on 2024-10-05T11:03:29.250Z
mousedown at (475, 153) on 2024-10-05T11:04:35.201Z
mouseup at (475, 153) on 2024-10-05T11:04:35.280Z
click at (475, 153) on 2024-10-05T11:04:35.281Z
mousedown at (485, 149) on 2024-10-05T11:04:35.668Z
mouseup at (485, 149) on 2024-10-05T11:04:35.728Z
click at (485, 149) on 2024-10-05T11:04:35.728Z
mousedown at (535, 245) on 2024-10-05T11:04:37.768Z
mouseup at (535, 245) on 2024-10-05T11:04:37.872Z
click at (535, 245) on 2024-10-05T11:04:37.872Z
mousedown at (544, 245) on 2024-10-05T11:04:38.136Z
mouseup at (544, 245) on 2024-10-05T11:04:38.208Z
click at (544, 245) on 2024-10-05T11:04:38.209Z
mousedown at (336, 178) on 2024-10-05T11:04:43.368Z
mouseup at (336, 178) on 2024-10-05T11:04:43.440Z
click at (336, 178) on 2024-10-05T11:04:43.441Z
mousedown at (330, 184) on 2024-10-05T11:04:43.960Z
mouseup at (330, 184) on 2024-10-05T11:04:44.040Z
click at (330, 184) on 2024-10-05T11:04:44.040Z
mousedown at (300, 262) on 2024-10-05T11:04:46.848Z
mouseup at (300, 262) on 2024-10-05T11:04:46.920Z
click at (300, 262) on 2024-10-05T11:04:46.921Z
mousedown at (451, 477) on 2024-10-05T11:04:55.784Z
mouseup at (451, 477) on 2024-10-05T11:04:55.863Z
click at (451, 477) on 2024-10-05T11:04:55.864Z
mousedown at (420, 293) on 2024-10-05T11:05:08.768Z
mouseup at (420, 293) on 2024-10-05T11:05:08.832Z
click at (420, 293) on 2024-10-05T11:05:08.833Z
mousedown at (415, 298) on 2024-10-05T11:05:09.344Z
mouseup at (415, 298) on 2024-10-05T11:05:09.424Z
click at (415, 298) on 2024-10-05T11:05:09.425Z
mousedown at (395, 300) on 2024-10-05T11:05:35.017Z
mouseup at (395, 300) on 2024-10-05T11:05:35.077Z
click at (395, 300) on 2024-10-05T11:05:35.078Z
mousedown at (442, 315) on 2024-10-05T11:05:40.320Z
mouseup at (442, 315) on 2024-10-05T11:05:40.408Z
click at (442, 315) on 2024-10-05T11:05:40.409Z
mousedown at (446, 321) on 2024-10-05T11:05:51.320Z
mouseup at (446, 321) on 2024-10-05T11:05:51.591Z
mousedown at (300, 308) on 2024-10-05T11:05:59.001Z
mouseup at (300, 308) on 2024-10-05T11:05:59.072Z
click at (300, 308) on 2024-10-05T11:05:59.073Z
mousedown at (283, 256) on 2024-10-05T11:06:03.200Z
mouseup at (283, 256) on 2024-10-05T11:06:03.274Z
click at (283, 256) on 2024-10-05T11:06:03.275Z
mousedown at (697, 568) on 2024-10-05T11:06:49.417Z
mouseup at (452, 505) on 2024-10-05T11:06:52.640Z
click at (452, 505) on 2024-10-05T11:06:52.641Z
mousedown at (568, 518) on 2024-10-05T11:06:54.121Z
mouseup at (159, 544) on 2024-10-05T11:06:55.248Z
click at (159, 544) on 2024-10-05T11:06:55.248Z
mousedown at (320, 218) on 2024-10-05T11:10:28.240Z
mouseup at (320, 218) on 2024-10-05T11:10:28.325Z
click at (320, 218) on 2024-10-05T11:10:28.326Z
mousedown at (320, 218) on 2024-10-05T11:10:29.848Z
mouseup at (320, 218) on 2024-10-05T11:10:29.935Z
click at (320, 218) on 2024-10-05T11:10:29.936Z
mousedown at (448, 351) on 2024-10-05T11:22:08.656Z
mouseup at (416, 423) on 2024-10-05T11:22:09.080Z
click at (416, 423) on 2024-10-05T11:22:09.081Z
mousedown at (584, 193) on 2024-10-05T11:22:14.329Z
mouseup at (584, 193) on 2024-10-05T11:22:14.415Z
click at (584, 193) on 2024-10-05T11:22:14.416Z
mousedown at (587, 202) on 2024-10-05T11:22:20.656Z
mouseup at (587, 202) on 2024-10-05T11:22:20.736Z
click at (587, 202) on 2024-10-05T11:22:20.737Z
mousedown at (537, 160) on 2024-10-05T11:22:23.192Z
mouseup at (537, 160) on 2024-10-05T11:22:23.312Z
click at (537, 160) on 2024-10-05T11:22:23.313Z
mousedown at (532, 268) on 2024-10-05T11:22:27.144Z
mouseup at (532, 268) on 2024-10-05T11:22:27.224Z
click at (532, 268) on 2024-10-05T11:22:27.225Z
mousedown at (658, 320) on 2024-10-05T11:22:28.960Z
mouseup at (658, 320) on 2024-10-05T11:22:29.032Z
click at (658, 320) on 2024-10-05T11:22:29.032Z
mousedown at (573, 347) on 2024-10-05T11:22:31.984Z
mouseup at (573, 347) on 2024-10-05T11:22:32.080Z
click at (573, 347) on 2024-10-05T11:22:32.081Z
mousedown at (469, 397) on 2024-10-05T11:22:34.672Z
mouseup at (469, 397) on 2024-10-05T11:22:34.779Z
click at (469, 397) on 2024-10-05T11:22:34.780Z
mousedown at (395, 169) on 2024-10-05T11:22:40.680Z
mouseup at (395, 169) on 2024-10-05T11:22:40.759Z
click at (395, 169) on 2024-10-05T11:22:40.760Z
mousedown at (337, 212) on 2024-10-05T11:22:42.648Z
mouseup at (337, 212) on 2024-10-05T11:22:42.764Z
click at (337, 212) on 2024-10-05T11:22:42.765Z
mousedown at (572, 410) on 2024-10-05T11:22:47.232Z
mouseup at (572, 410) on 2024-10-05T11:22:47.304Z
click at (572, 410) on 2024-10-05T11:22:47.305Z
mousedown at (563, 406) on 2024-10-05T11:22:53.776Z
mouseup at (563, 406) on 2024-10-05T11:22:53.871Z
click at (563, 406) on 2024-10-05T11:22:53.872Z
mousedown at (637, 356) on 2024-10-05T11:22:56.025Z
mouseup at (637, 356) on 2024-10-05T11:22:56.114Z
click at (637, 356) on 2024-10-05T11:22:56.114Z
mousedown at (606, 237) on 2024-10-05T11:23:01.000Z
mouseup at (606, 237) on 2024-10-05T11:23:01.061Z
click at (606, 237) on 2024-10-05T11:23:01.063Z
mousedown at (376, 227) on 2024-10-05T11:23:06.120Z
mouseup at (376, 227) on 2024-10-05T11:23:06.200Z
click at (376, 227) on 2024-10-05T11:23:06.201Z
mousedown at (458, 230) on 2024-10-05T11:23:08.696Z
mouseup at (458, 230) on 2024-10-05T11:23:08.776Z
click at (458, 230) on 2024-10-05T11:23:08.777Z
mousedown at (491, 166) on 2024-10-05T11:23:12.304Z
mouseup at (491, 166) on 2024-10-05T11:23:12.384Z
click at (491, 166) on 2024-10-05T11:23:12.385Z
mousedown at (486, 156) on 2024-10-05T11:23:14.984Z
mouseup at (486, 156) on 2024-10-05T11:23:15.066Z
click at (486, 156) on 2024-10-05T11:23:15.067Z
mousedown at (529, 127) on 2024-10-05T11:23:19.256Z
mouseup at (529, 127) on 2024-10-05T11:23:19.352Z
mousedown at (542, 149) on 2024-10-05T11:23:50.960Z
mouseup at (542, 149) on 2024-10-05T11:23:51.040Z
click at (542, 149) on 2024-10-05T11:23:51.041Z
mousedown at (596, 284) on 2024-10-05T11:44:17.240Z
mouseup at (596, 284) on 2024-10-05T11:44:17.346Z
click at (596, 284) on 2024-10-05T11:44:17.348Z
mousedown at (621, 261) on 2024-10-05T11:44:21.777Z
mouseup at (621, 261) on 2024-10-05T11:44:21.856Z
click at (621, 261) on 2024-10-05T11:44:21.857Z
mousedown at (491, 282) on 2024-10-05T11:44:25.416Z
mouseup at (491, 282) on 2024-10-05T11:44:25.506Z
click at (491, 282) on 2024-10-05T11:44:25.506Z
mousedown at (503, 282) on 2024-10-05T11:44:26.200Z
mouseup at (503, 282) on 2024-10-05T11:44:26.280Z
click at (503, 282) on 2024-10-05T11:44:26.281Z
mousedown at (499, 274) on 2024-10-05T11:44:27.544Z
mouseup at (499, 274) on 2024-10-05T11:44:27.587Z
click at (499, 274) on 2024-10-05T11:44:27.588Z
mousedown at (421, 361) on 2024-10-05T11:44:31.465Z
mouseup at (421, 361) on 2024-10-05T11:44:31.544Z
click at (421, 361) on 2024-10-05T11:44:31.544Z
mousedown at (432, 356) on 2024-10-05T11:44:33.608Z
mouseup at (421, 517) on 2024-10-05T11:44:34.520Z
click at (421, 517) on 2024-10-05T11:44:34.521Z
mousedown at (440, 380) on 2024-10-05T11:44:35.928Z
mouseup at (441, 401) on 2024-10-05T11:44:36.049Z
click at (441, 401) on 2024-10-05T11:44:36.050Z
mousedown at (403, 329) on 2024-10-05T11:44:37.960Z
mouseup at (403, 329) on 2024-10-05T11:44:38.026Z
click at (403, 329) on 2024-10-05T11:44:38.028Z
mousedown at (383, 323) on 2024-10-05T11:44:41.641Z
mouseup at (383, 323) on 2024-10-05T11:44:41.723Z
click at (383, 323) on 2024-10-05T11:44:41.724Z
mousedown at (270, 317) on 2024-10-05T11:44:45.712Z
mouseup at (270, 317) on 2024-10-05T11:44:45.789Z
click at (270, 317) on 2024-10-05T11:44:45.790Z
mousedown at (360, 195) on 2024-10-05T11:44:50.552Z
mouseup at (360, 195) on 2024-10-05T11:44:50.624Z
mousedown at (578, 404) on 2024-10-05T11:45:26.873Z
mouseup at (578, 404) on 2024-10-05T11:45:26.939Z
click at (578, 404) on 2024-10-05T11:45:26.940Z
mousedown at (305, 260) on 2024-10-05T11:45:45.776Z
mouseup at (305, 260) on 2024-10-05T11:45:45.839Z
click at (305, 260) on 2024-10-05T11:45:45.840Z
mousedown at (452, 245) on 2024-10-05T11:45:48.576Z
mouseup at (452, 245) on 2024-10-05T11:45:48.660Z
click at (452, 245) on 2024-10-05T11:45:48.661Z
mousedown at (576, 402) on 2024-10-05T11:45:52.937Z
mouseup at (576, 402) on 2024-10-05T11:45:53.076Z
click at (576, 402) on 2024-10-05T11:45:53.076Z
mousedown at (567, 186) on 2024-10-05T11:45:56.505Z
mouseup at (567, 186) on 2024-10-05T11:45:56.608Z
click at (567, 186) on 2024-10-05T11:45:56.610Z
mousedown at (512, 141) on 2024-10-05T11:45:58.624Z
mouseup at (512, 141) on 2024-10-05T11:45:58.696Z
click at (512, 141) on 2024-10-05T11:45:58.697Z
mousedown at (460, 138) on 2024-10-05T11:46:01.721Z
mouseup at (460, 138) on 2024-10-05T11:46:01.816Z
click at (460, 138) on 2024-10-05T11:46:01.817Z
mousedown at (513, 167) on 2024-10-05T11:46:03.600Z
mouseup at (513, 167) on 2024-10-05T11:46:03.665Z
click at (513, 167) on 2024-10-05T11:46:03.666Z
mousedown at (606, 440) on 2024-10-05T11:46:11.497Z
mouseup at (606, 440) on 2024-10-05T11:46:11.584Z
click at (606, 440) on 2024-10-05T11:46:11.585Z
mousedown at (629, 357) on 2024-10-05T11:46:14.712Z
mouseup at (629, 357) on 2024-10-05T11:46:14.773Z
click at (629, 357) on 2024-10-05T11:46:14.773Z
mousedown at (601, 172) on 2024-10-05T11:46:19.977Z
mouseup at (601, 172) on 2024-10-05T11:46:20.048Z
click at (601, 172) on 2024-10-05T11:46:20.049Z
mousedown at (507, 223) on 2024-10-05T11:46:21.848Z
mouseup at (507, 223) on 2024-10-05T11:46:21.922Z
mousedown at (324, 331) on 2024-10-05T11:51:42.041Z
mouseup at (324, 331) on 2024-10-05T11:51:42.128Z
click at (324, 331) on 2024-10-05T11:51:42.128Z
mousedown at (500, 342) on 2024-10-05T11:51:43.072Z
mouseup at (502, 456) on 2024-10-05T11:51:43.712Z
click at (502, 456) on 2024-10-05T11:51:43.712Z
mousedown at (557, 182) on 2024-10-05T11:51:47.649Z
mouseup at (557, 182) on 2024-10-05T11:51:47.748Z
click at (557, 182) on 2024-10-05T11:51:47.749Z
mousedown at (360, 216) on 2024-10-05T11:51:51.208Z
mouseup at (360, 216) on 2024-10-05T11:51:51.289Z
click at (360, 216) on 2024-10-05T11:51:51.290Z
mousedown at (348, 220) on 2024-10-05T11:51:51.905Z
mouseup at (348, 220) on 2024-10-05T11:51:51.978Z
click at (348, 220) on 2024-10-05T11:51:51.979Z
mousedown at (304, 276) on 2024-10-05T11:51:53.728Z
mouseup at (304, 276) on 2024-10-05T11:51:53.808Z
click at (304, 276) on 2024-10-05T11:51:53.809Z
mousedown at (451, 474) on 2024-10-05T11:51:58.568Z
mouseup at (451, 474) on 2024-10-05T11:51:58.673Z
click at (451, 474) on 2024-10-05T11:51:58.674Z
mousedown at (420, 335) on 2024-10-05T11:52:00.944Z
mouseup at (420, 335) on 2024-10-05T11:52:01.024Z
click at (420, 335) on 2024-10-05T11:52:01.026Z
mousedown at (277, 343) on 2024-10-05T11:52:04.144Z
mouseup at (277, 343) on 2024-10-05T11:52:04.224Z
click at (277, 343) on 2024-10-05T11:52:04.225Z
mousedown at (299, 286) on 2024-10-05T11:52:06.000Z
mouseup at (299, 286) on 2024-10-05T11:52:06.066Z
click at (299, 286) on 2024-10-05T11:52:06.067Z
mousedown at (593, 391) on 2024-10-05T11:52:11.256Z
mouseup at (593, 391) on 2024-10-05T11:52:11.336Z
click at (593, 391) on 2024-10-05T11:52:11.337Z
mousedown at (643, 328) on 2024-10-05T11:52:32.304Z
mouseup at (643, 328) on 2024-10-05T11:52:32.352Z
click at (643, 328) on 2024-10-05T11:52:32.353Z
mousedown at (436, 228) on 2024-10-05T11:52:47.984Z
mouseup at (436, 228) on 2024-10-05T11:52:48.073Z
click at (436, 228) on 2024-10-05T11:52:48.073Z
mousedown at (458, 104) on 2024-10-05T11:52:50.136Z
mouseup at (458, 104) on 2024-10-05T11:52:50.208Z
click at (458, 104) on 2024-10-05T11:52:50.209Z
mousedown at (470, 110) on 2024-10-05T11:52:50.705Z
mouseup at (470, 110) on 2024-10-05T11:52:50.783Z
mousedown at (470, 106) on 2024-10-05T11:52:51.816Z
mouseup at (470, 106) on 2024-10-05T11:52:51.888Z
click at (470, 106) on 2024-10-05T11:52:51.890Z
mousedown at (317, 286) on 2024-10-05T11:52:58.280Z
mouseup at (317, 286) on 2024-10-05T11:52:58.347Z
click at (317, 286) on 2024-10-05T11:52:58.348Z
mousedown at (322, 286) on 2024-10-05T11:52:58.666Z
mouseup at (322, 286) on 2024-10-05T11:52:58.737Z
click at (322, 286) on 2024-10-05T11:52:58.737Z
mousedown at (427, 279) on 2024-10-05T11:53:00.784Z
mouseup at (427, 279) on 2024-10-05T11:53:00.868Z
click at (427, 279) on 2024-10-05T11:53:00.869Z
mousedown at (413, 277) on 2024-10-05T11:53:01.400Z
mouseup at (413, 277) on 2024-10-05T11:53:01.472Z
click at (413, 277) on 2024-10-05T11:53:01.472Z
mousedown at (543, 431) on 2024-10-05T11:53:04.192Z
mouseup at (543, 431) on 2024-10-05T11:53:04.257Z
click at (543, 431) on 2024-10-05T11:53:04.259Z
mousedown at (548, 427) on 2024-10-05T11:53:04.665Z
mouseup at (548, 427) on 2024-10-05T11:53:04.737Z
click at (548, 427) on 2024-10-05T11:53:04.738Z
mousedown at (585, 217) on 2024-10-05T11:53:10.000Z
mouseup at (585, 217) on 2024-10-05T11:53:10.080Z
click at (585, 217) on 2024-10-05T11:53:10.081Z
mousedown at (383, 175) on 2024-10-05T11:53:16.928Z
mouseup at (383, 175) on 2024-10-05T11:53:17.008Z
click at (383, 175) on 2024-10-05T11:53:17.008Z
mousedown at (464, 107) on 2024-10-05T11:53:19.584Z
mouseup at (464, 107) on 2024-10-05T11:53:19.656Z
click at (464, 107) on 2024-10-05T11:53:19.657Z
mousedown at (467, 111) on 2024-10-05T11:53:21.928Z
mouseup at (467, 111) on 2024-10-05T11:53:21.976Z
click at (467, 111) on 2024-10-05T11:53:21.976Z
mousedown at (438, 245) on 2024-10-05T11:53:31.376Z
mouseup at (438, 245) on 2024-10-05T11:53:31.442Z
click at (438, 245) on 2024-10-05T11:53:31.443Z
mousedown at (441, 111) on 2024-10-05T11:53:33.224Z
mouseup at (441, 111) on 2024-10-05T11:53:33.304Z
mousedown at (439, 114) on 2024-10-05T11:53:35.168Z
mouseup at (439, 114) on 2024-10-05T11:53:35.256Z
click at (439, 114) on 2024-10-05T11:53:35.257Z
mousedown at (439, 114) on 2024-10-05T11:53:36.416Z
mouseup at (439, 114) on 2024-10-05T11:53:36.523Z
click at (439, 114) on 2024-10-05T11:53:36.524Z
mousedown at (639, 329) on 2024-10-05T11:54:11.648Z
mouseup at (639, 329) on 2024-10-05T11:54:11.720Z
click at (639, 329) on 2024-10-05T11:54:11.721Z
mousedown at (525, 330) on 2024-10-05T11:54:15.264Z
mouseup at (525, 330) on 2024-10-05T11:54:15.328Z
click at (525, 330) on 2024-10-05T11:54:15.330Z
mousedown at (495, 136) on 2024-10-05T11:54:23.216Z
mouseup at (495, 136) on 2024-10-05T11:54:23.339Z
mousedown at (298, 277) on 2024-10-05T11:54:33.841Z
mouseup at (298, 277) on 2024-10-05T11:54:33.912Z
click at (298, 277) on 2024-10-05T11:54:33.912Z
mousedown at (348, 218) on 2024-10-05T11:54:36.832Z
mouseup at (348, 218) on 2024-10-05T11:54:36.912Z
click at (348, 218) on 2024-10-05T11:54:36.912Z
mousedown at (342, 215) on 2024-10-05T11:54:39.792Z
mouseup at (342, 215) on 2024-10-05T11:54:39.880Z
click at (342, 215) on 2024-10-05T11:54:39.880Z
mousedown at (419, 282) on 2024-10-05T11:54:41.889Z
mouseup at (419, 282) on 2024-10-05T11:54:41.955Z
click at (419, 282) on 2024-10-05T11:54:41.956Z
mousedown at (436, 112) on 2024-10-05T11:54:45.265Z
mouseup at (436, 112) on 2024-10-05T11:54:45.339Z
click at (436, 112) on 2024-10-05T11:54:45.340Z
mousedown at (494, 191) on 2024-10-05T11:54:59.280Z
mouseup at (494, 191) on 2024-10-05T11:54:59.360Z
click at (494, 191) on 2024-10-05T11:54:59.360Z
mousedown at (494, 137) on 2024-10-05T11:55:17.240Z
mouseup at (494, 137) on 2024-10-05T11:55:17.288Z
click at (494, 137) on 2024-10-05T11:55:17.289Z
mousedown at (434, 203) on 2024-10-05T11:55:33.640Z
mouseup at (434, 203) on 2024-10-05T11:55:33.688Z
click at (434, 203) on 2024-10-05T11:55:33.688Z
mousedown at (501, 250) on 2024-10-05T11:55:38.088Z
mouseup at (501, 250) on 2024-10-05T11:55:38.162Z
click at (501, 250) on 2024-10-05T11:55:38.162Z
mousedown at (494, 360) on 2024-10-05T11:55:43.968Z
mouseup at (494, 360) on 2024-10-05T11:55:44.042Z
click at (494, 360) on 2024-10-05T11:55:44.044Z
mousedown at (443, 117) on 2024-10-05T11:55:52.761Z
mouseup at (443, 117) on 2024-10-05T11:55:52.837Z
click at (443, 117) on 2024-10-05T11:55:52.839Z
mousedown at (492, 194) on 2024-10-05T11:56:01.656Z
mouseup at (492, 194) on 2024-10-05T11:56:01.728Z
click at (492, 194) on 2024-10-05T11:56:01.729Z
mousedown at (494, 190) on 2024-10-05T11:57:41.033Z
mouseup at (494, 190) on 2024-10-05T11:57:41.120Z
click at (494, 190) on 2024-10-05T11:57:41.121Z
mousedown at (373, 306) on 2024-10-05T12:02:25.769Z
mouseup at (373, 306) on 2024-10-05T12:02:25.857Z
click at (373, 306) on 2024-10-05T12:02:25.857Z
mousedown at (365, 311) on 2024-10-05T12:02:27.881Z
mouseup at (365, 311) on 2024-10-05T12:02:27.948Z
click at (365, 311) on 2024-10-05T12:02:27.949Z
mousedown at (416, 339) on 2024-10-05T12:02:28.240Z
mouseup at (436, 414) on 2024-10-05T12:02:29.032Z
click at (436, 414) on 2024-10-05T12:02:29.036Z
mousedown at (476, 468) on 2024-10-05T12:02:31.425Z
mouseup at (476, 468) on 2024-10-05T12:02:31.504Z
click at (476, 468) on 2024-10-05T12:02:31.505Z
mousedown at (536, 382) on 2024-10-05T12:03:38.416Z
mouseup at (476, 382) on 2024-10-05T12:03:38.928Z
click at (476, 382) on 2024-10-05T12:03:38.929Z
mousedown at (560, 459) on 2024-10-05T12:03:39.241Z
mouseup at (600, 452) on 2024-10-05T12:03:40.064Z
click at (600, 452) on 2024-10-05T12:03:40.065Z
mousedown at (487, 395) on 2024-10-05T12:03:41.482Z
mouseup at (489, 425) on 2024-10-05T12:03:41.968Z
click at (489, 425) on 2024-10-05T12:03:41.969Z
mousedown at (590, 394) on 2024-10-05T12:03:45.177Z
mouseup at (590, 394) on 2024-10-05T12:03:45.272Z
click at (590, 394) on 2024-10-05T12:03:45.273Z
mousedown at (631, 326) on 2024-10-05T12:03:47.359Z
mouseup at (631, 326) on 2024-10-05T12:03:47.430Z
click at (631, 326) on 2024-10-05T12:03:47.430Z
mousedown at (447, 383) on 2024-10-05T12:03:55.112Z
mouseup at (447, 383) on 2024-10-05T12:03:55.179Z
click at (447, 383) on 2024-10-05T12:03:55.180Z
mousedown at (447, 358) on 2024-10-05T12:03:56.937Z
mouseup at (447, 358) on 2024-10-05T12:03:57.016Z
click at (447, 358) on 2024-10-05T12:03:57.017Z
mousedown at (582, 323) on 2024-10-05T12:04:00.696Z
mouseup at (582, 323) on 2024-10-05T12:04:00.778Z
click at (582, 323) on 2024-10-05T12:04:00.779Z
mousedown at (501, 409) on 2024-10-05T12:04:02.825Z
mouseup at (501, 409) on 2024-10-05T12:04:02.904Z
click at (501, 409) on 2024-10-05T12:04:02.905Z
mousedown at (479, 493) on 2024-10-05T12:04:07.984Z
mouseup at (479, 493) on 2024-10-05T12:04:08.058Z
click at (479, 493) on 2024-10-05T12:04:08.059Z
mousedown at (413, 337) on 2024-10-05T12:04:11.416Z
mouseup at (413, 337) on 2024-10-05T12:04:11.489Z
click at (413, 337) on 2024-10-05T12:04:11.489Z
mousedown at (437, 359) on 2024-10-05T12:04:20.128Z
mouseup at (437, 359) on 2024-10-05T12:04:20.176Z
mousedown at (296, 330) on 2024-10-05T12:04:35.608Z
mouseup at (296, 330) on 2024-10-05T12:04:35.689Z
click at (296, 330) on 2024-10-05T12:04:35.690Z
mousedown at (363, 279) on 2024-10-05T12:04:39.168Z
mouseup at (363, 279) on 2024-10-05T12:04:39.231Z
click at (363, 279) on 2024-10-05T12:04:39.232Z
mousedown at (416, 278) on 2024-10-05T12:04:57.489Z
mouseup at (416, 278) on 2024-10-05T12:04:57.576Z
click at (416, 278) on 2024-10-05T12:04:57.576Z
mousedown at (436, 165) on 2024-10-05T12:05:14.609Z
mouseup at (436, 165) on 2024-10-05T12:05:14.688Z
click at (436, 165) on 2024-10-05T12:05:14.690Z
mousedown at (589, 210) on 2024-10-05T12:05:20.632Z
mouseup at (589, 210) on 2024-10-05T12:05:20.680Z
click at (589, 210) on 2024-10-05T12:05:20.681Z
mousedown at (592, 338) on 2024-10-05T12:08:14.264Z
mouseup at (599, 412) on 2024-10-05T12:08:14.784Z
click at (599, 412) on 2024-10-05T12:08:14.785Z
mousedown at (394, 419) on 2024-10-05T12:08:17.201Z
mouseup at (394, 419) on 2024-10-05T12:08:17.280Z
click at (394, 419) on 2024-10-05T12:08:17.281Z
mousedown at (383, 416) on 2024-10-05T12:08:19.992Z
mouseup at (383, 416) on 2024-10-05T12:08:20.060Z
click at (383, 416) on 2024-10-05T12:08:20.061Z
mousedown at (452, 462) on 2024-10-05T12:08:21.985Z
mouseup at (452, 462) on 2024-10-05T12:08:22.049Z
click at (452, 462) on 2024-10-05T12:08:22.050Z
mousedown at (444, 373) on 2024-10-05T12:08:29.121Z
mouseup at (444, 373) on 2024-10-05T12:08:29.186Z
click at (444, 373) on 2024-10-05T12:08:29.188Z
mousedown at (365, 322) on 2024-10-05T12:08:31.129Z
mouseup at (365, 322) on 2024-10-05T12:08:31.176Z
click at (365, 322) on 2024-10-05T12:08:31.177Z
mousedown at (282, 305) on 2024-10-05T12:08:51.513Z
mouseup at (282, 305) on 2024-10-05T12:08:51.579Z
click at (282, 305) on 2024-10-05T12:08:51.580Z
mousedown at (351, 207) on 2024-10-05T12:08:59.665Z
mouseup at (351, 207) on 2024-10-05T12:08:59.733Z
mousedown at (300, 266) on 2024-10-05T12:09:09.128Z
mouseup at (300, 266) on 2024-10-05T12:09:09.196Z
click at (300, 266) on 2024-10-05T12:09:09.196Z
mousedown at (442, 219) on 2024-10-05T12:09:15.216Z
mouseup at (442, 219) on 2024-10-05T12:09:15.265Z
click at (442, 219) on 2024-10-05T12:09:15.265Z
mousedown at (486, 122) on 2024-10-05T12:09:17.072Z
mouseup at (486, 122) on 2024-10-05T12:09:17.112Z
click at (486, 122) on 2024-10-05T12:09:17.113Z
mousedown at (548, 163) on 2024-10-05T12:09:29.241Z
mouseup at (548, 163) on 2024-10-05T12:09:29.288Z
click at (548, 163) on 2024-10-05T12:09:29.289Z
mousedown at (543, 165) on 2024-10-05T12:09:29.825Z
mouseup at (543, 165) on 2024-10-05T12:09:29.920Z
click at (543, 165) on 2024-10-05T12:09:29.921Z
mousedown at (570, 144) on 2024-10-05T12:10:02.592Z
mouseup at (570, 144) on 2024-10-05T12:10:02.640Z
click at (570, 144) on 2024-10-05T12:10:02.641Z
mousedown at (605, 161) on 2024-10-05T12:10:30.737Z
mouseup at (605, 161) on 2024-10-05T12:10:30.893Z
click at (605, 161) on 2024-10-05T12:10:30.893Z
